record_id,visit_date,month,season,region,state,city,attraction,origin_country,party_type,party_size,accommodation,purpose,stay_nights,avg_spend_usd_per_person,satisfaction_rating_1_5
9128,2024-03-05,3,Spring,West,CA,Los Angeles,Hollywood / Beaches,United States,Couple,5,Hotel,Leisure,4,203.22,5.0
9129,2019-01-06,1,Winter,Northeast,DC,Washington DC,National Mall / Museums,United States,Group,3,Friends/Family,Leisure,4,154.18,3.8
9130,2022-10-22,10,Autumn,West,CA,Yosemite,Yosemite National Park,Germany,Couple,1,Hotel,Leisure,1,141.8,4.4
9131,2022-02-22,2,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,Canada,Couple,2,Resort,Leisure,1,149.47,3.5
9132,2018-10-27,10,Autumn,West,CA,Yosemite,Yosemite National Park,United States,Couple,1,Resort,Leisure,4,121.01,4.9
9133,2022-12-31,12,Winter,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Couple,2,Hostel,Business,3,86.86,4.3
9134,2023-01-29,1,Winter,South,FL,Miami,South Beach / Art Deco,United States,Couple,3,Vacation Rental,Leisure,2,129.81,4.1
9135,2021-04-26,4,Spring,West,CA,San Francisco,Golden Gate / Alcatraz,Canada,Couple,3,Hotel,Leisure,3,187.84,3.4
9136,2022-03-01,3,Spring,West,AZ,Grand Canyon,Grand Canyon National Park,Other,Group,1,Hotel,Education/Research,7,35.91,3.7
9137,2022-12-15,12,Winter,West,WY,Yellowstone,Yellowstone National Park,United States,Family,3,Hotel,Leisure,3,182.91,5.0
9138,2018-10-16,10,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,Germany,Couple,2,Hotel,Leisure,2,212.98,4.1
9139,2021-11-15,11,Autumn,West,AZ,Grand Canyon,Grand Canyon National Park,India,Couple,1,Hotel,Leisure,3,127.05,4.7
9140,2018-10-26,10,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,India,Family,2,Vacation Rental,Leisure,5,116.61,4.6
9141,2018-11-08,11,Autumn,Northeast,NY,Niagara Falls,Niagara Falls,United States,Solo,2,Hotel,Leisure,6,137.77,4.0
9142,2021-04-16,4,Spring,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Family,3,Hotel,Leisure,1,316.81,4.7
9143,2023-12-20,12,Winter,West,WY,Yellowstone,Yellowstone National Park,United States,Solo,2,Hotel,Event/Conference,3,162.21,4.4
9144,2021-12-29,12,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,India,Solo,1,Hotel,Leisure,3,237.21,3.9
9145,2020-06-23,6,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,1,Hotel,Leisure,3,167.59,3.8
9146,2025-07-11,7,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,Germany,Couple,2,Hotel,Leisure,4,225.3,4.3
9147,2022-04-14,4,Spring,West,CA,Los Angeles,Hollywood / Beaches,United States,Family,1,Hotel,Leisure,4,220.97,3.6
9148,2020-12-21,12,Winter,South,FL,Miami,South Beach / Art Deco,United States,Group,3,Hotel,Leisure,2,270.03,4.1
9149,2025-06-03,6,Summer,West,NV,Las Vegas,The Strip / Casinos / Shows,Other,Solo,4,Hotel,Leisure,1,251.01,4.0
9150,2021-06-20,6,Summer,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Family,2,Hotel,Leisure,4,113.33,4.4
9151,2023-02-27,2,Winter,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Group,1,Hotel,Leisure,4,244.56,4.6
9152,2020-09-20,9,Autumn,Northeast,DC,Washington DC,National Mall / Museums,United States,Family,3,Hotel,Leisure,4,189.71,3.7
9153,2019-11-10,11,Autumn,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Family,1,Hostel,Leisure,9,160.25,4.3
9154,2023-02-24,2,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Family,7,Hotel,Business,4,149.17,4.3
9155,2022-02-27,2,Winter,West,CA,Los Angeles,Hollywood / Beaches,United States,Solo,1,Vacation Rental,Leisure,2,200.13,4.0
9156,2018-12-19,12,Winter,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Solo,6,Hotel,Leisure,3,200.45,3.8
9157,2020-04-12,4,Spring,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,3,Resort,Leisure,2,164.04,3.9
9158,2018-11-17,11,Autumn,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Family,1,Hotel,Business,2,347.28,4.1
9159,2022-01-14,1,Winter,West,AZ,Grand Canyon,Grand Canyon National Park,United Kingdom,Couple,2,Hotel,Visiting Friends/Family,2,135.69,4.9
9160,2020-03-19,3,Spring,Northeast,MA,Boston,Freedom Trail / Harvard,United Kingdom,Couple,3,Hotel,Leisure,4,239.57,4.1
9161,2021-01-15,1,Winter,South,FL,Miami,South Beach / Art Deco,Other,Couple,1,Hotel,Visiting Friends/Family,3,267.42,4.4
9162,2023-09-20,9,Autumn,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,United States,Group,1,Hostel,Visiting Friends/Family,0,155.19,4.1
9163,2021-01-21,1,Winter,West,WY,Yellowstone,Yellowstone National Park,United States,Family,3,Hotel,Business,3,87.74,4.5
9164,2018-10-14,10,Autumn,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Group,1,Hotel,Leisure,4,206.84,4.7
9165,2018-08-02,8,Summer,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Family,2,Vacation Rental,Leisure,1,138.14,3.7
9166,2024-09-10,9,Autumn,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Couple,2,Hotel,Leisure,4,211.08,3.6
9167,2022-07-01,7,Summer,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Solo,6,Hotel,Leisure,2,162.22,4.1
9168,2018-01-04,1,Winter,Northeast,DC,Washington DC,National Mall / Museums,United States,Family,1,Hotel,Business,3,167.22,3.4
9169,2020-10-23,10,Autumn,West,CA,Yosemite,Yosemite National Park,United States,Solo,4,Resort,Leisure,6,70.55,3.0
9170,2018-03-05,3,Spring,West,CA,Los Angeles,Hollywood / Beaches,United States,Solo,3,Hotel,Leisure,3,239.68,3.4
9171,2025-02-28,2,Winter,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Solo,2,Camping,Leisure,3,183.74,4.6
9172,2019-10-03,10,Autumn,Northeast,DC,Washington DC,National Mall / Museums,United States,Family,2,Resort,Leisure,1,160.88,5.0
9173,2022-06-29,6,Summer,West,CA,Los Angeles,Hollywood / Beaches,United States,Couple,2,Vacation Rental,Leisure,2,222.56,3.4
9174,2020-07-25,7,Summer,West,CA,Los Angeles,Hollywood / Beaches,United States,Solo,2,Hotel,Business,2,177.03,4.5
9175,2020-03-12,3,Spring,West,WY,Yellowstone,Yellowstone National Park,India,Solo,1,Hotel,Leisure,4,160.42,3.8
9176,2025-08-24,8,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United Kingdom,Family,8,Resort,Leisure,1,306.19,2.9
9177,2019-05-17,5,Spring,West,WY,Yellowstone,Yellowstone National Park,United States,Couple,2,Hotel,Leisure,3,87.44,3.8
9178,2022-01-27,1,Winter,West,CA,Yosemite,Yosemite National Park,United Kingdom,Solo,1,Hotel,Leisure,3,161.28,4.7
9179,2023-12-28,12,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Couple,1,Vacation Rental,Leisure,7,129.88,4.2
9180,2024-04-26,4,Spring,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Couple,3,Resort,Leisure,7,256.94,4.1
9181,2022-03-16,3,Spring,West,WY,Yellowstone,Yellowstone National Park,China,Couple,2,Hotel,Event/Conference,1,127.65,5.0
9182,2020-08-08,8,Summer,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Solo,2,Resort,Event/Conference,4,155.02,4.3
9183,2021-10-11,10,Autumn,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Group,3,Hotel,Event/Conference,1,260.76,4.9
9184,2024-08-11,8,Summer,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Couple,1,Hotel,Event/Conference,0,218.65,3.7
9185,2019-03-19,3,Spring,West,CA,Los Angeles,Hollywood / Beaches,India,Family,1,Friends/Family,Leisure,4,279.69,3.4
9186,2023-05-28,5,Spring,Northeast,DC,Washington DC,National Mall / Museums,United States,Couple,2,Hotel,Business,2,175.57,3.7
9187,2024-08-08,8,Summer,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Group,1,Resort,Business,2,164.39,3.1
9188,2025-06-29,6,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,United Kingdom,Family,1,Hotel,Visiting Friends/Family,3,104.05,4.0
9189,2023-05-06,5,Spring,West,CA,Yosemite,Yosemite National Park,United States,Family,1,Vacation Rental,Leisure,4,118.96,4.2
9190,2024-09-14,9,Autumn,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Family,2,Hotel,Leisure,0,310.08,4.6
9191,2018-03-14,3,Spring,South,FL,Miami,South Beach / Art Deco,United States,Couple,2,Hotel,Education/Research,4,232.56,3.8
9192,2021-02-13,2,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,United Kingdom,Couple,1,Hotel,Leisure,5,189.83,3.7
9193,2024-01-23,1,Winter,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,Canada,Solo,4,Hotel,Leisure,2,131.59,4.1
9194,2020-09-09,9,Autumn,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Family,4,Resort,Leisure,4,123.63,3.6
9195,2022-09-10,9,Autumn,South,FL,Miami,South Beach / Art Deco,United States,Solo,2,Hotel,Leisure,4,224.8,3.8
9196,2021-06-10,6,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,2,Friends/Family,Leisure,1,253.5,4.3
9197,2019-12-28,12,Winter,Northeast,DC,Washington DC,National Mall / Museums,United States,Couple,4,Friends/Family,Leisure,3,161.93,3.3
9198,2020-05-27,5,Spring,Northeast,DC,Washington DC,National Mall / Museums,United States,Solo,1,Resort,Visiting Friends/Family,5,208.84,3.7
9199,2024-07-07,7,Summer,West,NV,Las Vegas,The Strip / Casinos / Shows,United Kingdom,Group,3,Friends/Family,Leisure,2,182.42,4.5
9200,2018-02-08,2,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,Other,Couple,5,Resort,Visiting Friends/Family,6,110.6,3.6
9201,2025-03-28,3,Spring,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Family,3,Vacation Rental,Leisure,8,153.71,4.4
9202,2022-12-26,12,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Group,2,Hotel,Leisure,5,165.38,5.0
9203,2024-07-20,7,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,France,Couple,4,Vacation Rental,Leisure,3,369.31,4.0
9204,2022-05-20,5,Spring,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,United States,Solo,1,Resort,Leisure,2,191.16,4.9
9205,2018-04-25,4,Spring,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Solo,3,Vacation Rental,Leisure,3,325.79,3.6
9206,2021-06-26,6,Summer,Midwest,IL,Chicago,Millennium Park / Navy Pier,Other,Solo,3,Hotel,Leisure,6,287.85,5.0
9207,2020-01-16,1,Winter,South,FL,Miami,South Beach / Art Deco,United States,Solo,2,Friends/Family,Visiting Friends/Family,5,188.06,4.2
9208,2018-04-10,4,Spring,West,CA,San Francisco,Golden Gate / Alcatraz,United Kingdom,Couple,3,Hotel,Leisure,4,255.67,2.9
9209,2022-12-19,12,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,Germany,Solo,3,Hotel,Leisure,1,145.49,5.0
9210,2025-10-11,10,Autumn,West,AZ,Grand Canyon,Grand Canyon National Park,India,Couple,1,Hotel,Leisure,4,162.54,3.6
9211,2021-02-25,2,Winter,Northeast,DC,Washington DC,National Mall / Museums,United States,Couple,5,Resort,Leisure,3,195.44,4.2
9212,2021-09-15,9,Autumn,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Family,4,Resort,Leisure,3,215.65,3.2
9213,2020-11-27,11,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Family,2,Hotel,Leisure,3,134.96,3.6
9214,2019-04-29,4,Spring,Northeast,NY,Niagara Falls,Niagara Falls,United States,Couple,1,Hotel,Leisure,6,63.66,4.4
9215,2020-03-09,3,Spring,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Couple,1,Hotel,Leisure,4,228.73,3.4
9216,2022-05-27,5,Spring,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Family,2,Friends/Family,Business,0,255.8,4.0
9217,2024-09-19,9,Autumn,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Solo,3,Hotel,Business,3,205.1,3.2
9218,2021-11-06,11,Autumn,West,WY,Yellowstone,Yellowstone National Park,United States,Solo,1,Vacation Rental,Visiting Friends/Family,3,114.85,4.0
9219,2020-09-05,9,Autumn,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Group,3,Hotel,Visiting Friends/Family,8,107.31,3.6
9220,2024-09-30,9,Autumn,Northeast,DC,Washington DC,National Mall / Museums,Brazil,Solo,4,Hotel,Event/Conference,1,116.7,3.8
9221,2023-05-04,5,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Solo,1,Hotel,Leisure,5,237.5,4.4
9222,2019-03-21,3,Spring,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Family,3,Hotel,Leisure,2,185.08,4.4
9223,2025-02-13,2,Winter,South,FL,Miami,South Beach / Art Deco,Other,Solo,2,Hotel,Leisure,4,222.96,4.2
9224,2023-02-07,2,Winter,West,WY,Yellowstone,Yellowstone National Park,United States,Couple,1,Hotel,Leisure,2,98.9,3.2
9225,2024-02-01,2,Winter,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Couple,4,Hotel,Leisure,1,221.48,3.5
9226,2019-10-06,10,Autumn,West,CA,Los Angeles,Hollywood / Beaches,Canada,Family,1,Hotel,Leisure,3,147.8,2.8
9227,2021-11-17,11,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Family,2,Hotel,Leisure,3,248.7,3.3
9228,2021-02-12,2,Winter,Northeast,MA,Boston,Freedom Trail / Harvard,India,Couple,1,Vacation Rental,Leisure,5,200.33,5.0
9229,2019-02-03,2,Winter,Northeast,NY,Niagara Falls,Niagara Falls,United States,Couple,1,Vacation Rental,Leisure,3,75.43,4.8
9230,2019-04-20,4,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Couple,1,Hotel,Leisure,0,157.71,3.9
9231,2021-04-19,4,Spring,West,WA,Seattle,Pike Place / Space Needle,United States,Solo,1,Hotel,Business,6,150.92,4.9
9232,2020-07-26,7,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Couple,3,Hotel,Leisure,2,296.81,3.7
9233,2018-09-04,9,Autumn,Midwest,IL,Chicago,Millennium Park / Navy Pier,Other,Couple,3,Resort,Leisure,6,222.93,3.8
9234,2023-06-28,6,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Solo,4,Hotel,Leisure,7,99.71,5.0
9235,2018-06-30,6,Summer,Northeast,NY,Niagara Falls,Niagara Falls,United States,Family,3,Vacation Rental,Business,2,125.56,4.5
9236,2020-04-09,4,Spring,Northeast,DC,Washington DC,National Mall / Museums,United States,Solo,6,Hotel,Visiting Friends/Family,2,176.39,4.3
9237,2018-10-27,10,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,Canada,Couple,4,Hotel,Leisure,5,207.18,3.6
9238,2020-08-14,8,Summer,Northeast,MA,Boston,Freedom Trail / Harvard,France,Solo,4,Hotel,Leisure,2,238.46,3.8
9239,2022-03-29,3,Spring,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Solo,3,Resort,Visiting Friends/Family,6,206.21,4.1
9240,2019-03-13,3,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Solo,3,Friends/Family,Leisure,3,187.44,3.5
9241,2023-12-19,12,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Couple,2,Vacation Rental,Leisure,3,70.57,4.0
9242,2023-09-15,9,Autumn,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Family,1,Friends/Family,Leisure,2,207.66,4.3
9243,2023-04-25,4,Spring,South,FL,Miami,South Beach / Art Deco,United States,Group,2,Vacation Rental,Event/Conference,2,128.34,4.4
9244,2021-05-15,5,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Couple,2,Vacation Rental,Business,1,187.23,5.0
9245,2018-11-02,11,Autumn,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Family,2,Hotel,Leisure,4,157.0,4.0
9246,2019-07-27,7,Summer,West,CA,Los Angeles,Hollywood / Beaches,United States,Couple,3,Hotel,Business,5,118.96,4.7
9247,2023-04-28,4,Spring,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Solo,1,Resort,Leisure,3,134.99,4.3
9248,2020-04-16,4,Spring,South,FL,Miami,South Beach / Art Deco,Other,Couple,5,Hotel,Leisure,3,177.94,3.9
9249,2024-07-06,7,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Solo,5,Vacation Rental,Leisure,4,133.0,5.0
9250,2024-12-01,12,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,Canada,Couple,2,Hotel,Visiting Friends/Family,3,368.03,2.6
9251,2023-12-12,12,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Group,3,Resort,Leisure,1,321.36,4.9
9252,2025-05-31,5,Spring,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Couple,2,Hotel,Leisure,5,89.44,3.6
9253,2023-08-24,8,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Solo,3,Hotel,Leisure,2,281.17,3.8
9254,2022-09-25,9,Autumn,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Family,2,Hotel,Leisure,5,200.98,3.7
9255,2024-09-28,9,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,United Kingdom,Family,3,Hotel,Visiting Friends/Family,2,187.58,4.0
9256,2020-03-03,3,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Solo,1,Resort,Leisure,3,208.55,3.9
9257,2024-11-19,11,Autumn,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Solo,1,Vacation Rental,Visiting Friends/Family,5,186.04,3.9
9258,2018-02-11,2,Winter,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Group,1,Resort,Leisure,3,168.65,3.7
9259,2024-03-13,3,Spring,West,CA,San Francisco,Golden Gate / Alcatraz,India,Couple,1,Vacation Rental,Event/Conference,3,416.11,4.5
9260,2019-12-03,12,Winter,South,FL,Miami,South Beach / Art Deco,United States,Couple,1,Vacation Rental,Leisure,3,212.26,4.6
9261,2021-03-06,3,Spring,South,FL,Miami,South Beach / Art Deco,United States,Group,2,Hotel,Leisure,7,213.88,3.1
9262,2025-07-04,7,Summer,West,CA,Los Angeles,Hollywood / Beaches,Canada,Solo,1,Resort,Business,2,289.37,4.0
9263,2018-03-20,3,Spring,West,CA,Yosemite,Yosemite National Park,Canada,Family,3,Hotel,Event/Conference,4,152.02,4.9
9264,2021-04-15,4,Spring,West,CA,Los Angeles,Hollywood / Beaches,United States,Solo,1,Vacation Rental,Business,3,150.89,4.2
9265,2018-04-26,4,Spring,Midwest,IL,Chicago,Millennium Park / Navy Pier,China,Couple,1,Hotel,Leisure,1,252.22,3.5
9266,2022-06-08,6,Summer,Midwest,IL,Chicago,Millennium Park / Navy Pier,Other,Family,1,Hotel,Business,2,152.91,4.4
9267,2020-01-13,1,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,United Kingdom,Family,3,Resort,Event/Conference,5,230.53,4.2
9268,2018-07-16,7,Summer,South,FL,Miami,South Beach / Art Deco,United States,Solo,4,Hotel,Visiting Friends/Family,6,204.26,2.5
9269,2020-05-17,5,Spring,Northeast,DC,Washington DC,National Mall / Museums,Germany,Couple,3,Resort,Leisure,3,161.47,4.2
9270,2020-05-11,5,Spring,Northeast,NY,Niagara Falls,Niagara Falls,United States,Couple,6,Hotel,Leisure,3,117.88,4.0
9271,2025-05-18,5,Spring,South,FL,Orlando,Walt Disney World / Universal Studios,Australia,Family,5,Hotel,Leisure,5,121.59,4.7
9272,2021-09-08,9,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Couple,1,Hotel,Leisure,1,155.54,4.1
9273,2025-08-01,8,Summer,West,CA,Los Angeles,Hollywood / Beaches,United States,Couple,3,Resort,Leisure,7,162.58,4.5
9274,2018-11-16,11,Autumn,West,CA,San Francisco,Golden Gate / Alcatraz,United Kingdom,Family,1,Hotel,Leisure,2,151.48,4.2
9275,2024-11-26,11,Autumn,Northeast,NY,New York City,Statue of Liberty / Times Square,China,Group,3,Hotel,Visiting Friends/Family,4,201.85,4.6
9276,2019-02-27,2,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,Other,Group,1,Hotel,Leisure,0,191.44,4.0
9277,2019-01-26,1,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,1,Resort,Leisure,2,131.45,4.6
9278,2021-05-24,5,Spring,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Group,1,Hotel,Leisure,1,236.68,3.0
9279,2021-12-28,12,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,4,Hotel,Leisure,8,141.71,4.0
9280,2023-08-28,8,Summer,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Couple,3,Hotel,Business,2,136.83,3.9
9281,2018-03-08,3,Spring,Midwest,IL,Chicago,Millennium Park / Navy Pier,Other,Group,2,Hotel,Leisure,2,137.05,4.7
9282,2018-09-24,9,Autumn,West,WY,Yellowstone,Yellowstone National Park,United States,Family,5,Hotel,Leisure,2,107.6,4.0
9283,2022-07-11,7,Summer,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Solo,4,Hotel,Leisure,2,156.93,3.1
9284,2021-09-14,9,Autumn,Northeast,NY,Niagara Falls,Niagara Falls,Canada,Solo,1,Hotel,Leisure,3,144.86,5.0
9285,2021-06-25,6,Summer,West,CA,San Francisco,Golden Gate / Alcatraz,Other,Couple,4,Hotel,Leisure,3,195.68,3.9
9286,2020-12-01,12,Winter,West,WY,Yellowstone,Yellowstone National Park,United States,Family,6,Hotel,Leisure,6,135.12,4.7
9287,2022-03-27,3,Spring,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Couple,1,Vacation Rental,Business,6,234.66,4.4
9288,2019-08-09,8,Summer,West,AZ,Grand Canyon,Grand Canyon National Park,Canada,Group,3,Hotel,Leisure,3,87.5,4.6
9289,2023-06-19,6,Summer,Northeast,DC,Washington DC,National Mall / Museums,United States,Family,3,Hotel,Business,2,190.54,4.0
9290,2019-05-17,5,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Couple,1,Hotel,Leisure,2,195.13,4.2
9291,2023-11-14,11,Autumn,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Family,1,Hotel,Leisure,4,296.16,4.5
9292,2021-01-27,1,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Group,3,Hostel,Leisure,3,173.88,4.3
9293,2019-03-31,3,Spring,West,CA,San Francisco,Golden Gate / Alcatraz,Germany,Solo,3,Hotel,Business,2,232.2,3.4
9294,2020-04-01,4,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,Germany,Couple,5,Resort,Business,3,231.91,4.0
9295,2020-11-01,11,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,Canada,Couple,3,Resort,Education/Research,3,230.02,4.9
9296,2019-09-21,9,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,2,Hotel,Leisure,3,176.21,4.8
9297,2020-07-02,7,Summer,West,CA,Yosemite,Yosemite National Park,Canada,Family,2,Hotel,Leisure,5,115.37,4.1
9298,2020-02-15,2,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Group,2,Resort,Leisure,4,199.21,4.1
9299,2024-09-23,9,Autumn,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Family,1,Hostel,Leisure,4,272.39,4.3
9300,2018-10-03,10,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,Other,Group,1,Hotel,Event/Conference,2,217.45,4.2
9301,2024-04-19,4,Spring,South,FL,Miami,South Beach / Art Deco,United States,Solo,1,Hotel,Leisure,1,184.65,4.8
9302,2020-02-19,2,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,United Kingdom,Solo,2,Hotel,Leisure,1,153.15,4.5
9303,2022-11-22,11,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Group,1,Hotel,Leisure,2,138.32,3.8
9304,2022-08-02,8,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Family,1,Hotel,Visiting Friends/Family,1,299.18,3.4
9305,2022-11-18,11,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,Other,Couple,1,Resort,Leisure,0,177.49,2.7
9306,2018-08-24,8,Summer,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Couple,1,Hotel,Leisure,2,249.37,4.2
9307,2022-11-14,11,Autumn,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Family,1,Resort,Leisure,3,133.94,3.8
9308,2018-10-28,10,Autumn,West,CA,Yosemite,Yosemite National Park,United States,Family,3,Resort,Leisure,4,70.28,2.9
9309,2020-02-20,2,Winter,West,CA,Los Angeles,Hollywood / Beaches,United Kingdom,Couple,2,Vacation Rental,Visiting Friends/Family,3,317.48,4.2
9310,2018-06-18,6,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,India,Family,1,Hotel,Leisure,3,123.82,5.0
9311,2025-07-12,7,Summer,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Family,3,Hotel,Business,5,158.01,4.0
9312,2024-05-16,5,Spring,South,FL,Miami,South Beach / Art Deco,United States,Family,1,Hotel,Business,2,214.29,3.8
9313,2020-07-20,7,Summer,West,WA,Seattle,Pike Place / Space Needle,United States,Family,3,Hotel,Leisure,3,230.0,4.3
9314,2023-08-20,8,Summer,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Couple,1,Hostel,Visiting Friends/Family,7,135.97,4.2
9315,2024-05-02,5,Spring,West,CA,Yosemite,Yosemite National Park,United States,Group,1,Hotel,Leisure,3,107.02,4.7
9316,2018-04-23,4,Spring,Northeast,DC,Washington DC,National Mall / Museums,United States,Family,3,Hotel,Leisure,1,185.04,4.0
9317,2022-06-09,6,Summer,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Couple,1,Vacation Rental,Education/Research,2,168.69,5.0
9318,2022-09-10,9,Autumn,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Couple,2,Resort,Leisure,5,196.12,5.0
9319,2021-04-10,4,Spring,Northeast,MA,Boston,Freedom Trail / Harvard,Canada,Couple,2,Hotel,Leisure,1,234.28,4.4
9320,2020-05-23,5,Spring,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Couple,1,Resort,Leisure,3,198.04,4.6
9321,2019-11-26,11,Autumn,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Solo,1,Hotel,Leisure,1,191.39,4.2
9322,2022-08-05,8,Summer,West,WY,Yellowstone,Yellowstone National Park,Germany,Family,1,Hotel,Leisure,2,124.65,4.5
9323,2018-03-18,3,Spring,South,FL,Miami,South Beach / Art Deco,United States,Couple,1,Vacation Rental,Event/Conference,6,294.82,4.9
9324,2022-04-19,4,Spring,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,United States,Solo,3,Hotel,Business,4,94.89,3.7
